stamp_sec,stamp_nsec,record_time_ns,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,0,10426433557843,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426516355893,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426623270112,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426731407581,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426816528173,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10426921564350,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427018152693,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427131890455,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427238614799,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427332204225,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427430364943,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427530659786,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427619015254,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427739366849,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427832477358,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10427917554492,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428031843503,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428135744514,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428218605564,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428332167159,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428465684880,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428538093179,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428639270023,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428739973491,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428816721207,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10428941101303,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429017310311,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429138167073,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429219152706,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429331477342,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429430291977,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429516973861,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429631691623,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429720802215,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429819969183,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
0,0,10429930520778,world,0.0,0.0,0.0,-0.5,0.5,-0.5,0.5
